date,streamflow_cfs
1993-01-01,530.234985267359
1993-01-02,518.919582462331
1993-01-03,507.957318966249
1993-01-04,497.436491885039
1993-01-05,487.209953408279
1993-01-06,477.336561256858
1993-01-07,467.801600649735
1993-01-08,458.752217994052
1993-01-09,450.100123200279
1993-01-10,442.036611228519
1993-01-11,434.164382990635
1993-01-12,426.70416020226
1993-01-13,419.552940799377
1993-01-14,412.622436095733
1993-01-15,405.942078459969
1993-01-16,399.394151047027
1993-01-17,392.963940479144
1993-01-18,386.69558688961
1993-01-19,380.500807205287
1993-01-20,374.409025375144
1993-01-21,368.449676574381
1993-01-22,362.681614314051
1993-01-23,357.031268898779
1993-01-24,351.454493178882
1993-01-25,346.010149085086
1993-01-26,340.698233810834
1993-01-27,335.459891038513
1993-01-28,330.368696076614
1993-01-29,325.454072874107
1993-01-30,320.671875684585
1993-01-31,339.197361226501
1993-02-01,366.271939498174
1993-02-02,367.081230003033
1993-02-03,365.624503165106
1993-02-04,364.035344701077
1993-02-05,362.402041893922
1993-02-06,360.783446851415
1993-02-07,359.150145447539
1993-02-08,357.546270799189
1993-02-09,355.95711233516
1993-02-10,354.367955274411
1993-02-11,352.793507381588
1993-02-12,351.248487647571
1993-02-13,349.703473526669
1993-02-14,348.17317278353
1993-02-15,346.642872040391
1993-02-16,345.127284675016
1993-02-17,343.641119855331
1993-02-18,342.15496205204
1993-02-19,340.683519029792
1993-02-20,339.212076007543
1993-02-21,337.740632985294
1993-02-22,336.313332902893
1993-02-23,334.841881460972
1993-02-24,333.429296159613
1993-02-25,332.016710858254
1993-02-26,330.604125556895
1993-02-27,329.191540255537
1993-02-28,327.778954954178
1993-03-01,326.366369652819
1993-03-02,325.012640669071
1993-03-03,323.600048351319
1993-03-04,322.24632077085
1993-03-05,320.848450250533
1993-03-06,319.480007889022
1993-03-07,318.126280308553
1993-03-08,316.757837947042
1993-03-09,315.404101946901
1993-03-10,314.03565958539
1993-03-11,312.696646785963
1993-03-12,311.342919205495
1993-03-13,310.018619783831
1993-03-14,308.70903514321
1993-03-15,307.384737124826
1993-03-16,306.060430686769
1993-03-17,304.76556082719
1993-03-18,303.470690967611
1993-03-19,302.16110632699
1993-03-20,300.880951248453
1993-03-21,299.600794766638
1993-03-22,298.291204512902
1993-03-23,297.04047759317
1993-03-24,295.760322514634
1993-03-25,294.480166032818
1993-03-26,293.538442498579
1993-03-27,296.775615744248
1993-03-28,303.691408473407
1993-03-29,301.20466660843
1993-03-30,301.469527054074
1993-03-31,302.102247202821
1993-04-01,296.348899723533
1993-04-02,295.878036553135
1993-04-03,298.83564299179
1993-04-04,302.970402444964
1993-04-05,309.312324326594
1993-04-06,318.950286997734
1993-04-07,333.929591698653
1993-04-08,349.24732794387
1993-04-09,365.30078640185
1993-04-10,462.916407009312
1993-04-11,628.292049306085
1993-04-12,870.727216353438
1993-04-13,1057.37993948636
1993-04-14,4018.98548684665
1993-04-15,4783.50387779516
1993-04-16,4996.25999944113
1993-04-17,5200.3493367713
1993-04-18,5127.70411021533
1993-04-19,4894.99518329914
1993-04-20,4732.47417344258
1993-04-21,4683.84293068841
1993-04-22,4527.9875286046
1993-04-23,4898.99754761147
1993-04-24,4778.19194006844
1993-04-25,4996.73089488694
1993-04-26,5120.52349913889
1993-04-27,5002.44010644277
1993-04-28,4811.62322657
1993-04-29,4547.16044767303
1993-04-30,4238.65740402834
1993-05-01,3912.87962842377
1993-05-02,3591.89874233729
1993-05-03,3296.02072823662
1993-05-04,3027.7469810235
1993-05-05,2791.31530150692
1993-05-06,2596.21646806236
1993-05-07,2424.73435581669
1993-05-08,2262.69891408862
1993-05-09,2132.1523516334
1993-05-10,2007.75644416527
1993-05-11,1894.80837253155
1993-05-12,1792.45471311048
1993-05-13,1707.28750818928
1993-05-14,1629.93366957523
1993-05-15,1567.86813764432
1993-05-16,1523.44523807148
